file,source,branch_root,parent_id,node_id,cost_subtree,cost_own,focus_count,depth,max_depth,branch_points,is_subbranch
afghanistan.txt,base,AFG_expand_telegraph_network,,AFG_expand_telegraph_network,275,5,39,0,9,12,no
afghanistan.txt,base,AFG_expand_telegraph_network,AFG_expand_telegraph_network,AFG_sugar_processing,135,10,19,,,yes
afghanistan.txt,base,AFG_expand_telegraph_network,AFG_expand_telegraph_network,AFG_clear_malarial_swamps,55,5,6,,,yes
afghanistan.txt,base,AFG_expand_telegraph_network,AFG_expand_telegraph_network,AFG_infrastructure_construction,40,5,7,,,yes
afghanistan.txt,base,AFG_expand_telegraph_network,AFG_expand_telegraph_network,AFG_fruit_packing,30,10,4,,,yes
afghanistan.txt,base,AFG_expand_telegraph_network,AFG_expand_telegraph_network,AFG_ministry_of_supply,10,5,2,,,yes
afghanistan.txt,base,AFG_expand_telegraph_network,AFG_expand_telegraph_network,AFG_spinzar_cotton_factory,10,10,1,,,no
afghanistan.txt,base,AFG_maintain_quami,,AFG_maintain_quami,110,5,14,0,4,3,no
afghanistan.txt,base,AFG_maintain_quami,AFG_maintain_quami,AFG_asymmetric_warfare,70,5,9,,,yes
afghanistan.txt,base,AFG_maintain_quami,AFG_maintain_quami,AFG_expand_border_guards,20,10,2,,,yes
afghanistan.txt,base,AFG_maintain_quami,AFG_maintain_quami,AFG_utilize_cameleers,15,10,2,,,yes
afghanistan.txt,base,AFG_adopt_nufus,,AFG_adopt_nufus,195,10,22,0,5,5,no
afghanistan.txt,base,AFG_adopt_nufus,AFG_adopt_nufus,AFG_new_army,90,10,9,,,yes
afghanistan.txt,base,AFG_adopt_nufus,AFG_adopt_nufus,AFG_establish_naval_bases,55,10,7,,,yes
afghanistan.txt,base,AFG_adopt_nufus,AFG_adopt_nufus,AFG_expand_border_guards,20,10,2,,,yes
afghanistan.txt,base,AFG_adopt_nufus,AFG_adopt_nufus,AFG_utilize_cameleers,15,10,2,,,yes
afghanistan.txt,base,AFG_adopt_nufus,AFG_adopt_nufus,AFG_officialize_the_turkish_afghan_defense_treaty,5,5,1,,,no
afghanistan.txt,base,AFG_against_kabul,,AFG_against_kabul,580,5,76,0,11,24,no
afghanistan.txt,base,AFG_against_kabul,AFG_against_kabul,AFG_remember_the_khost_rebellion,360,5,48,,,yes
afghanistan.txt,base,AFG_against_kabul,AFG_against_kabul,AFG_contact_amanullah_loyalists,235,5,30,,,yes
afghanistan.txt,base,AFG_alternative_partnerships,,AFG_alternative_partnerships,40,5,8,0,3,3,no
afghanistan.txt,base,AFG_alternative_partnerships,AFG_alternative_partnerships,AFG_officer_training,20,5,4,,,yes
afghanistan.txt,base,AFG_alternative_partnerships,AFG_alternative_partnerships,AFG_permit_axis_airbases,20,5,4,,,yes
afghanistan.txt,base,AFG_alternative_partnerships,AFG_alternative_partnerships,AFG_graveyard_of_empires,5,5,1,,,no
afghanistan.txt,base,AFG_support_king_zahir,,AFG_support_king_zahir,300,5,46,0,9,16,no
afghanistan.txt,base,AFG_support_king_zahir,AFG_support_king_zahir,AFG_expand_the_kings_powerbase,240,5,37,,,yes
afghanistan.txt,base,AFG_support_king_zahir,AFG_support_king_zahir,AFG_biding_our_time,80,5,12,,,yes
afghanistan.txt,base,AFG_pursue_our_own_agenda,,AFG_pursue_our_own_agenda,50,10,8,0,2,1,no
afghanistan.txt,base,AFG_pursue_our_own_agenda,AFG_pursue_our_own_agenda,AFG_propose_confederation_with_pakistan,15,5,2,,,yes
afghanistan.txt,base,AFG_pursue_our_own_agenda,AFG_pursue_our_own_agenda,AFG_anti_soviet_cooperation,10,5,2,,,yes
afghanistan.txt,base,AFG_pursue_our_own_agenda,AFG_pursue_our_own_agenda,AFG_afghan_pakistan_cold_War,10,5,2,,,yes
afghanistan.txt,base,AFG_pursue_our_own_agenda,AFG_pursue_our_own_agenda,AFG_graveyard_of_empires,5,5,1,,,no
afghanistan.txt,base,AFG_align_with_the_allies,,AFG_align_with_the_allies,45,5,9,0,4,2,no
afghanistan.txt,base,AFG_align_with_the_allies,AFG_align_with_the_allies,AFG_prepare_for_operation_countenance,30,5,6,,,yes
afghanistan.txt,base,AFG_align_with_the_allies,AFG_align_with_the_allies,AFG_anti_soviet_cooperation,10,5,2,,,yes
argentina.txt,base,ARG_roberto_maria_ortiz,,ARG_roberto_maria_ortiz,585,10,71,0,13,20,no
argentina.txt,base,ARG_roberto_maria_ortiz,ARG_roberto_maria_ortiz,ARG_defense_and_democracy,400,10,50,,,yes
argentina.txt,base,ARG_roberto_maria_ortiz,ARG_roberto_maria_ortiz,ARG_work_with_the_nationalists,305,10,36,,,yes
argentina.txt,base,ARG_hitler_1,,ARG_hitler_1,30,5,4,0,1,1,no
argentina.txt,base,ARG_hitler_1,ARG_hitler_1,ARG_hitler_2,10,10,1,,,no
argentina.txt,base,ARG_hitler_1,ARG_hitler_1,ARG_hitler_3,10,10,1,,,no
argentina.txt,base,ARG_hitler_1,ARG_hitler_1,ARG_hitler_4,5,5,1,,,no
argentina.txt,base,ARG_the_clean_election,,ARG_the_clean_election,320,10,39,0,12,13,no
argentina.txt,base,ARG_the_clean_election,ARG_the_clean_election,ARG_in_memory_of_yrigoyen,310,10,38,,,yes
argentina.txt,base,ARG_a_call_to_reform,,ARG_a_call_to_reform,235,10,30,0,11,10,no
argentina.txt,base,ARG_a_call_to_reform,ARG_a_call_to_reform,ARG_invite_ghioldi_back_to_argentina,220,5,28,,,yes
argentina.txt,base,ARG_a_call_to_reform,ARG_a_call_to_reform,ARG_support_the_spanish_republicans,5,5,1,,,no
argentina.txt,base,ARG_banco_central_de_la_republica_argentina,,ARG_banco_central_de_la_republica_argentina,190,10,23,0,4,9,no
argentina.txt,base,ARG_banco_central_de_la_republica_argentina,ARG_banco_central_de_la_republica_argentina,ARG_industrial_expansion,65,10,7,,,yes
argentina.txt,base,ARG_banco_central_de_la_republica_argentina,ARG_banco_central_de_la_republica_argentina,ARG_economic_tax_reforms,45,5,6,,,yes
argentina.txt,base,ARG_banco_central_de_la_republica_argentina,ARG_banco_central_de_la_republica_argentina,ARG_economic_reactivation_act,35,5,4,,,yes
argentina.txt,base,ARG_banco_central_de_la_republica_argentina,ARG_banco_central_de_la_republica_argentina,ARG_production_initiative,30,10,4,,,yes
